fid,GEOID,COUNTYFP,NAMELSAD,median_hh_,median_h_1,CDTFA_COPR,CDTFA_CITY,CDTFA_COUN,CENSUS_PLA,CENSUS_GEO,CENSUS_P_1,GNIS_PLACE,GNIS_ID,acs_2024_tracts_berkeley_oakland_sf_density_city,acs_2024_tracts_berkeley_oakland_sf_density_NAME,acs_2024_tracts_berkeley_oakland_sf_density_year,acs_2024_tracts_berkeley_oakland_sf_density_total_pop,acs_2024_tracts_berkeley_oakland_sf_density_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_poc,acs_2024_tracts_berkeley_oakland_sf_density_median_income,acs_2024_tracts_berkeley_oakland_sf_density_median_home_value,acs_2024_tracts_berkeley_oakland_sf_density_housing_units_total,acs_2024_tracts_berkeley_oakland_sf_density_owner_occupied,acs_2024_tracts_berkeley_oakland_sf_density_renter_occupied,acs_2024_tracts_berkeley_oakland_sf_density_homeownership_rate,acs_2024_tracts_berkeley_oakland_sf_density_area_sq_miles,acs_2024_tracts_berkeley_oakland_sf_density_pop_density,weight_supply_sum,Accessibility_Index
1097,"06075020802","075",Census Tract 208.02,119030.000000000000000,25098.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 208.02; San Francisco County; California","2024","2188","609","19","560","866","0.2783363802559415","0.008683729433272395","0.25594149908592323","0.39579524680073125","0.7216636197440585","119667",NA,"1018","149","869","0.14636542239685657","0.05343398580659742","40947.722071855074",,
697,"06075017000","075",Census Tract 170,250001.000000000000000,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 170; San Francisco County; California","2024","4061","2753","76","578","342","0.6779118443733071","0.018714602314700814","0.14232947549864566","0.08421571041615365","0.3220881556266929","229013","1821400","2201","1120","1081","0.5088596092685143","0.18460018755589974","21998.89422523077",,
696,"06075016900","075",Census Tract 169,150139.000000000000000,44708.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 169; San Francisco County; California","2024","2889","2034","32","376","235","0.7040498442367601","0.01107649705780547","0.13014884042921426","0.08134302526825891","0.2959501557632399","201827","1742500","1507","511","996","0.33908427339084274","0.11454868860831305","25220.71649269269",,
1091,"06075020102","075",Census Tract 201.02,116076.000000000000000,74559.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 201.02; San Francisco County; California","2024","3463","954","272","623","1453","0.27548368466647416","0.07854461449610164","0.17990181923187987","0.41957840023101356","0.7245163153335259","100761","1098000","1306","221","1085","0.16921898928024504","0.054146096071875635","63956.59615797747",,
552,"06075016700","075",Census Tract 167,232895.000000000000000,32995.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 167; San Francisco County; California","2024","4852","2932","42","952","394","0.6042868920032977","0.008656224237427864","0.19620774938169827","0.08120362737015664","0.39571310799670234","239839","1822100","2392","767","1625","0.32065217391304346","0.18971543146971195","25575.146746956223",,
1040,"06075020101","075",Census Tract 201.01,135223.000000000000000,54637.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 201.01; San Francisco County; California","2024","3943","1350","233","789","1227","0.3423788993152422","0.05909206188181588","0.20010144559979712","0.31118437737763127","0.6576211006847579","135759","766800","1901","480","1421","0.2524986849026828","0.11934967651371646","33037.37483986263",,
226,"06075016801","075",Census Tract 168.01,182344.000000000000000,48166.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 168.01; San Francisco County; California","2024","4223","1704","230","833","1102","0.40350461757044753","0.05446365143263083","0.1972531375799195","0.2609519299076486","0.5964953824295525","123147","1169400","2061","364","1697","0.17661329451722466","0.09114094458053529","46334.82809988228",,
270,"06075016802","075",Census Tract 168.02,141518.000000000000000,61607.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 168.02; San Francisco County; California","2024","3943","2049","196","789","348","0.5196550849606898","0.04970834390058331","0.20010144559979712","0.08825767182348465","0.4803449150393102","135588","1322000","1924","300","1624","0.15592515592515593","0.07912860978979035","49830.27011942714",,
549,"06075016400","075",Census Tract 164,212667.000000000000000,31860.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 164; San Francisco County; California","2024","3571","2223","257","647","308","0.6225147017642118","0.07196863623634836","0.18118174180901708","0.08625035004200504","0.37748529823578825","161612","954400","1753","281","1472","0.16029663434112948","0.11926564161120033","29941.565330619447",,
548,"06075016300","075",Census Tract 163,129962.000000000000000,21621.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 163; San Francisco County; California","2024","3925","2258","444","514","565","0.5752866242038217","0.11312101910828025","0.13095541401273886","0.14394904458598726","0.4247133757961783","135658","1161800","1994","344","1650","0.17251755265797392","0.09500692435833823","41312.778268624425",,
547,"06075016200","075",Census Tract 162,181425.000000000000000,87050.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 162; San Francisco County; California","2024","3209","1489","135","841","371","0.4640074789654098","0.04206918043004051","0.26207541290121533","0.11561234029292615","0.5359925210345902","102035",NA,"2010","344","1666","0.17114427860696518","0.10541920899717878","30440.372589836817",,
1039,"06075012405","075",Census Tract 124.05,102358.000000000000000,44956.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 124.05; San Francisco County; California","2024","3764","1271","590","667","857","0.337672688629118","0.1567481402763018","0.17720510095642933","0.22768331562167907","0.6623273113708821","113665",NA,"2579","37","2542","0.014346645986816595","0.11450869894417211","32870.86513693698",,
1119,"06075016101","075",Census Tract 161.01,28522.000000000000000,5646.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 161.01; San Francisco County; California","2024","2426","943","183","984","36","0.38870568837592745","0.0754328112118714","0.40560593569661996","0.01483924154987634","0.6112943116240726","31690","735100","1496","205","1291","0.13703208556149732","0.04734770859771455","51237.96001644527",,
1121,"06075016102","075",Census Tract 161.02,,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 161.02; San Francisco County; California","2024","2989","186","1013","1005","334","0.06222816995650719","0.33890933422549346","0.3362328537972566","0.11174305787888926","0.9377718300434928","34575",NA,"1192","43","1149","0.03607382550335571","0.09508567530667288","31434.808559331326",,
234,"06075015801","075",Census Tract 158.01,121058.000000000000000,45413.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 158.01; San Francisco County; California","2024","3384","1126","640","919","481","0.33274231678487","0.18912529550827423","0.2715721040189125","0.14213947990543735","0.66725768321513","121563","1170000","1527","443","1084","0.29011132940406026","0.132198568116665","25597.856680366054",,
546,"06075016000","075",Census Tract 160,135246.000000000000000,59453.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 160; San Francisco County; California","2024","2892","903","201","986","446","0.31224066390041494","0.06950207468879668","0.3409405255878285","0.1542185338865837","0.6877593360995851","131771","752400","1766","444","1322","0.25141562853907135","0.06114988950987321","47293.625927697874",,
1090,"06075012504","075",Census Tract 125.04,25667.000000000000000,9435.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 125.04; San Francisco County; California","2024","693","121","58","239","221","0.1746031746031746","0.0836940836940837","0.3448773448773449","0.3189033189033189","0.8253968253968254","19333",NA,"342","42","300","0.12280701754385964","0.0062413282858402","111034.05689654558",,
545,"06075015900","075",Census Tract 159,114323.000000000000000,42747.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 159; San Francisco County; California","2024","4861","1502","576","1519","984","0.3089899197695947","0.11849413700884592","0.3124871425632586","0.20242748405677843","0.6910100802304053","83866","915500","2081","427","1654","0.2051898125901009","0.11361308862052959","42785.56334504606",,
1128,"06075012403","075",Census Tract 124.03,34732.000000000000000,23955.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 124.03; San Francisco County; California","2024","2481","339","82","866","1005","0.13663845223700122","0.03305118903667876","0.3490528012898025","0.40507859733978235","0.8633615477629988",NA,NA,"1222","17","1205","0.013911620294599018","0.01773924913689005","139859.35824310518",,
1135,"06075012404","075",Census Tract 124.04,27852.000000000000000,7395.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 124.04; San Francisco County; California","2024","2714","698","103","572","1197","0.2571849668386146","0.03795136330140015","0.210759027266028","0.4410464259395726","0.7428150331613854",NA,NA,"1541","17","1524","0.011031797534068787","0.017751346238427813","152889.81261177696",,
1134,"06075012406","075",Census Tract 124.06,32589.000000000000000,19309.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 124.06; San Francisco County; California","2024","1529","442","69","648","370","0.289077828646174","0.04512753433616743","0.4238064094179202","0.2419882275997384","0.7109221713538261",NA,"452100","951","119","832","0.12513144058885384","0.024151770725619033","63307.98753310914",,
1157,"06075020202","075",Census Tract 202.02,164327.000000000000000,29843.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 202.02; San Francisco County; California","2024","3979","1492","407","803","674","0.37496858507162606","0.10228700678562452","0.2018094998743403","0.16938929379241016","0.625031414928374","166985","1325900","2195","476","1719","0.21685649202733484","0.07621020985166092","52210.85216462347",,
1158,"06075020601","075",Census Tract 206.01,149781.000000000000000,49602.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 206.01; San Francisco County; California","2024","3007","1642","61","783","308","0.546059195211174","0.020285999334885268","0.2603924176920519","0.10242766877286331","0.45394080478882604","235568","1701800","1435","598","837","0.41672473867595816","0.12502922653541487","24050.376726502895",,
1159,"06075020201","075",Census Tract 202.01,116103.000000000000000,113669.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 202.01; San Francisco County; California","2024","1905","862","49","299","635","0.45249343832021","0.025721784776902887","0.15695538057742783","0.3333333333333333","0.5475065616797901","94265","1510200","976","220","756","0.22540983606557377","0.05423008279771792","35128.10421303958",,
1246,"06075015802","075",Census Tract 158.02,158523.000000000000000,42807.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 158.02; San Francisco County; California","2024","3095","1566","184","531","322","0.5059773828756058","0.059450726978998385","0.1715670436187399","0.10403877221324717","0.4940226171243942","152917","1517900","1570","333","1237","0.21210191082802549","0.06382882418468393","48489.06492535173",,
1359,"06075020300","075",Census Tract 203,172151.000000000000000,59771.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 203; San Francisco County; California","2024","3419","1965","79","690","339","0.5747294530564493","0.02310617139514478","0.20181339572974555","0.09915179877157064","0.4252705469435507","182547","1248400","2232","854","1378","0.3826164874551971","0.10870856490317812","31451.063704549415",,
1360,"06075020900","075",Census Tract 209,117813.000000000000000,37260.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 209; San Francisco County; California","2024","3746","1134","38","612","1742","0.3027229044313935","0.01014415376401495","0.16337426588360918","0.46502936465563266","0.6972770955686065","96250","1296100","1607","223","1384","0.1387678904791537","0.12071896175527405","31030.75064209076",,
1361,"06075021000","075",Census Tract 210,151118.000000000000000,51643.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 210; San Francisco County; California","2024","3609","2261","28","585","476","0.626489332224993","0.0077583818232197285","0.16209476309226933","0.13189249099473538","0.37351066777500697","178558","1622000","1793","736","1057","0.41048522030117124","0.1204248476087817","29968.8982104788",,
1362,"06075021100","075",Census Tract 211,228125.000000000000000,21062.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 211; San Francisco County; California","2024","4086","2705","0","612","381","0.6620166421928536","0","0.14977973568281938","0.09324522760646109","0.3379833578071464","250001","2000001","2006","984","1022","0.4905284147557328","0.1637972455864463","24945.474420957562",,
1363,"06075021200","075",Census Tract 212,191156.000000000000000,27818.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 212; San Francisco County; California","2024","2917","1666","7","356","387","0.5711347274597189","0.0023997257456290708","0.12204319506342132","0.13267055193692148","0.42886527254028106","201786","2000001","1420","735","685","0.5176056338028169","0.1308606434823046","22290.888401404245",,
1364,"06075021300","075",Census Tract 213,183417.000000000000000,41237.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 213; San Francisco County; California","2024","2427","1555","80","280","123","0.6407086938607334","0.03296250515039143","0.11536876802637","0.05067985166872682","0.35929130613926663","208641","1984100","1134","568","566","0.5008818342151675","0.11977292122948936","20263.344795187702",,
1365,"06075021400","075",Census Tract 214,217353.000000000000000,24271.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 214; San Francisco County; California","2024","3460","2306","0","502","416","0.6664739884393064","0","0.14508670520231215","0.12023121387283237","0.3335260115606936","213462","1719100","1714","710","1004","0.41423570595099185","0.13689784816079503","25274.3198412879",,
1366,"06075021500","075",Census Tract 215,200938.000000000000000,57516.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 215; San Francisco County; California","2024","5181","2621","102","1192","945","0.5058868944219262","0.019687319050376375","0.23007141478479057","0.18239722061378114","0.49411310557807375","178488","1952200","2492","897","1595","0.3599518459069021","0.18303900409510582","28305.44246901599",,
1367,"06075021600","075",Census Tract 216,218988.000000000000000,42901.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 216; San Francisco County; California","2024","4531","2367","233","1036","543","0.5224012359302582","0.05142352681527257","0.2286470977709115","0.11984109468108585","0.4775987640697418","237083","2000001","2098","1259","839","0.600095328884652","0.23202448952695343","19528.111059473533",,
1369,"06075021800","075",Census Tract 218,232500.000000000000000,50232.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 218; San Francisco County; California","2024","4208","2662","46","605","473","0.6326045627376425","0.010931558935361217","0.14377376425855512","0.11240494296577946","0.36739543726235746","250001","1865200","1792","1065","727","0.5943080357142857","0.1939638317134073","21694.766301676085",,
195,"06081600401","081",Census Tract 6004.01,152611.000000000000000,25604.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,,,,,,,,,,,,,,,,,,,,,,,
246,"06081600701","081",Census Tract 6007.01,70290.000000000000000,13557.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,,,,,,,,,,,,,,,,,,,,,,,
475,"06075026404","075",Census Tract 264.04,91463.000000000000000,15070.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 264.04; San Francisco County; California","2024","2422","164","177","1518","481","0.06771263418662263","0.07308009909165979","0.6267547481420314","0.19859620148637488","0.9322873658133773","84415","913900","668","374","294","0.5598802395209581","0.07599927645617068","31868.72445288061",,
694,"06075061000","075",Census Tract 610,107882.000000000000000,33701.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 610; San Francisco County; California","2024","4295","560","628","2431","555","0.13038416763678695","0.1462165308498254","0.5660069848661234","0.12922002328288706","0.869615832363213","155968","966000","1588","1105","483","0.6958438287153652","0.8425976842933207","5097.331834708493",,
493,"06075060502","075",Census Tract 605.02,37891.000000000000000,14458.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 605.02; San Francisco County; California","2024","2595","108","266","1040","813","0.04161849710982659","0.102504816955684","0.4007707129094412","0.3132947976878613","0.9583815028901734","39559","958700","800","236","564","0.295","0.12279933011046976","21132.037102039147",,
692,"06075026004","075",Census Tract 260.04,111089.000000000000000,43312.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 260.04; San Francisco County; California","2024","3840","734","35","1570","1328","0.19114583333333332","0.009114583333333334","0.4088541666666667","0.3458333333333333","0.8088541666666667","146136","1089300","1112","757","355","0.6807553956834532","0.12946673452593782","29660.128635056295",,
474,"06075026003","075",Census Tract 260.03,98177.000000000000000,15263.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 260.03; San Francisco County; California","2024","4639","453","70","2057","1831","0.09765035568010347","0.015089458935115327","0.4434145289933175","0.39469713300280235","0.9023496443198965","105250","1169700","1403","936","467","0.6671418389166073","0.15476825870627603","29973.846309171426",,
277,"06075031202","075",Census Tract 312.02,120667.000000000000000,43092.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 312.02; San Francisco County; California","2024","2869","283","86","1978","446","0.09864064133844545","0.02997560125479261","0.68943882886023","0.15545486232136632","0.9013593586615546","181875","1209800","804","525","279","0.6529850746268657","0.1201565456410273","23877.18442382038",,
689,"06075025800","075",Census Tract 258,87614.000000000000000,39917.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 258; San Francisco County; California","2024","1603","107","75","1201","129","0.06674984404242046","0.046787273861509666","0.7492202121023082","0.08047411104179664","0.9332501559575795","82188","1118100","612","307","305","0.5016339869281046","0.09531874387887052","16817.258964690784",,
276,"06075031201","075",Census Tract 312.01,101800.000000000000000,15717.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 312.01; San Francisco County; California","2024","6176","1156","250","3701","884","0.1871761658031088","0.04047927461139896","0.5992551813471503","0.14313471502590674","0.8128238341968912","120962","1115600","1784","849","935","0.4758968609865471","0.19762646920727603","31250.87456540269",,
699,"06075026100","075",Census Tract 261,116444.000000000000000,20612.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 261; San Francisco County; California","2024","6811","488","0","4324","1830","0.07164880340625458","0","0.6348553810013214","0.2686830127734547","0.9283511965937454","122222","1234000","2146","1401","745","0.6528424976700838","0.28932070243184643","23541.350282752155",,
701,"06075026301","075",Census Tract 263.01,95458.000000000000000,15013.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 263.01; San Francisco County; California","2024","5019","654","43","2958","1182","0.13030484160191272","0.008567443713887228","0.5893604303646145","0.2355050806933652","0.8696951583980873","115125","1093600","1317","726","591","0.55125284738041","0.14449149451789206","34735.60860275072",,
702,"06075026302","075",Census Tract 263.02,93370.000000000000000,17885.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 263.02; San Francisco County; California","2024","4302","444","166","2204","1347","0.10320781032078104","0.038586703858670385","0.5123198512319851","0.31311018131101814","0.8967921896792189","92031","1121300","1526","979","547","0.6415465268676278","0.29176843316344453","14744.569703296453",,
704,"06075026303","075",Census Tract 263.03,110074.000000000000000,51698.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 263.03; San Francisco County; California","2024","4600","440","20","3254","808","0.09565217391304348","0.004347826086956522","0.707391304347826","0.17565217391304347","0.9043478260869565","96146","1159300","1357","1029","328","0.7582903463522476","0.16306960549943228","28208.812953901546",,
705,"06075026401","075",Census Tract 264.01,94093.000000000000000,21761.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 264.01; San Francisco County; California","2024","3194","178","340","1873","614","0.05572949279899812","0.10644959298685035","0.5864120225422668","0.19223544145272387","0.9442705072010019","82045","984800","1018","654","364","0.6424361493123772","0.1262008468131675","25308.863455793748",,
706,"06075026402","075",Census Tract 264.02,118182.000000000000000,26651.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 264.02; San Francisco County; California","2024","4660","966","208","2572","691","0.2072961373390558","0.04463519313304721","0.551931330472103","0.14828326180257512","0.7927038626609442","151250","967100","1241","918","323","0.7397260273972602","0.14714105344655057","31670.29113117475",,
707,"06075026403","075",Census Tract 264.03,92788.000000000000000,46053.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 264.03; San Francisco County; California","2024","3685","166","10","2544","876","0.045047489823609226","0.0027137042062415195","0.6903663500678426","0.2377204884667571","0.9549525101763908","75156","1049300","1149","714","435","0.6214099216710183","0.14396627260947378","25596.272885358474",,
