fid,GEOID,COUNTYFP,NAMELSAD,median_hh_,median_h_1,CDTFA_COPR,CDTFA_CITY,CDTFA_COUN,CENSUS_PLA,CENSUS_GEO,CENSUS_P_1,GNIS_PLACE,GNIS_ID,acs_2024_tracts_berkeley_oakland_sf_density_city,acs_2024_tracts_berkeley_oakland_sf_density_NAME,acs_2024_tracts_berkeley_oakland_sf_density_year,acs_2024_tracts_berkeley_oakland_sf_density_total_pop,acs_2024_tracts_berkeley_oakland_sf_density_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_poc,acs_2024_tracts_berkeley_oakland_sf_density_median_income,acs_2024_tracts_berkeley_oakland_sf_density_median_home_value,acs_2024_tracts_berkeley_oakland_sf_density_housing_units_total,acs_2024_tracts_berkeley_oakland_sf_density_owner_occupied,acs_2024_tracts_berkeley_oakland_sf_density_renter_occupied,acs_2024_tracts_berkeley_oakland_sf_density_homeownership_rate,acs_2024_tracts_berkeley_oakland_sf_density_area_sq_miles,acs_2024_tracts_berkeley_oakland_sf_density_pop_density,weight_supply_sum,Accessibility_Index
952,"06001400800","001",Census Tract 4008,97132.000000000000000,37490.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4008; Alameda County; California","2024","4548","2209","363","648","899","0.4857080035180299","0.07981530343007916","0.1424802110817942","0.19766930518909412","0.5142919964819701","145978","1037500","1902","688","1214","0.3617245005257624","0.27752409507720854","16387.766254078677",216447056.540000,47591.701
940,"06001422000","001",Census Tract 4220,140331.000000000000000,17431.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4220; Alameda County; California","2024","2470","1185","244","598","162","0.4797570850202429","0.09878542510121457","0.24210526315789474","0.06558704453441296","0.5202429149797572","116779","973000","1295","293","1002","0.22625482625482626","2.1151344240666643","1167.7744789624544",378276250.210000,153148.279
967,"06001423200","001",Census Tract 4232,80106.000000000000000,26348.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4232; Alameda County; California","2024","3049","783","500","226","1400","0.2568055100032798","0.1639881928501148","0.07412266316825189","0.45916693998032143","0.7431944899967202","60563","1221700","1179","339","840","0.2875318066157761","0.17632811690082192","17291.626846528114",196608769.620000,64483.034
470,"06001423100","001",Census Tract 4231,61161.000000000000000,28594.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4231; Alameda County; California","2024","4286","1741","885","747","393","0.4062062529164722","0.20648623425104992","0.17428838077461503","0.09169388707419505","0.5937937470835277","54787","1159900","2066","824","1242","0.398838334946757","0.289002174502568","14830.338240108695",301628869.620000,70375.378
56,"06001420402","001",Census Tract 4204.02,58835.000000000000000,15983.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4204.02; Alameda County; California","2024","1596","518","31","671","305","0.32456140350877194","0.019423558897243107","0.42042606516290726","0.19110275689223058","0.6754385964912281","98059",NA,"563","0","563","0","0.440105628552733","3626.4021554288506",167894008.860000,105196.747
1226,"06001425102","001",Census Tract 4251.02,124375.000000000000000,18417.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4251.02; Alameda County; California","2024","4057","900","527","1935","391","0.2218387971407444","0.12989894010352476","0.4769534138526004","0.0963766329800345","0.7781612028592556","134044","642100","2371","466","1905","0.19654154365246732","0.2815325690241538","14410.410895131405",129016056.540000,31800.852
1227,"06001425103","001",Census Tract 4251.03,119301.000000000000000,22442.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4251.03; Alameda County; California","2024","2999","959","808","891","208","0.3197732577525842","0.26942314104701565","0.29709903301100365","0.06935645215071691","0.6802267422474157","126111","775700","1742","415","1327","0.23823191733639495","0.34042730792760273","8809.516540423323",183420456.540000,61160.539
1240,"06001422100","001",Census Tract 4221,124583.000000000000000,37438.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4221; Alameda County; California","2024","3027","1517","340","376","556","0.5011562603237529","0.11232243145028081","0.12421539478031055","0.1836802114304592","0.49884373967624707","139250","1022500","1370","770","600","0.5620437956204379","0.21322212450755723","14196.462993654835",337158050.210000,111383.565
1241,"06001422200","001",Census Tract 4222,105750.000000000000000,29978.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4222; Alameda County; California","2024","3313","1982","92","458","336","0.5982493208572291","0.02776939329912466","0.13824328403259886","0.10141865378810745","0.40175067914277085","99379","1235200","1512","684","828","0.4523809523809524","0.2602393072269871","12730.590298990921",361520569.620000,109121.814
348,"06001421900","001",Census Tract 4219,160063.000000000000000,36887.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4219; Alameda County; California","2024","4110","2494","313","670","235","0.6068126520681265","0.07615571776155718","0.1630170316301703","0.057177615571776155","0.3931873479318735","154219","1338300","1667","1093","574","0.6556688662267547","0.3307138110835752","12427.663624127736",431342808.860000,104949.589
347,"06001421800","001",Census Tract 4218,171168.000000000000000,5674.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4218; Alameda County; California","2024","2173","1480","19","255","129","0.6810860561435803","0.008743672342383801","0.11734928670041417","0.05936493327197423","0.3189139438564197","183467","1522000","926","622","304","0.67170626349892","0.204484209068272","10626.737438070299",539574269.620000,248308.454
346,"06001421700","001",Census Tract 4217,108339.000000000000000,22360.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4217; Alameda County; California","2024","3346","2176","146","708","196","0.6503287507471608","0.04363419007770472","0.21159593544530783","0.058577405857740586","0.3496712492528392","115139","1527300","1659","502","1157","0.3025919228450874","0.2236143637265593","14963.260607406975",494340956.540000,147740.872
349,"06001420600","001",Census Tract 4206,169868.000000000000000,58307.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4206; Alameda County; California","2024","3480","2231","55","506","299","0.6410919540229885","0.015804597701149427","0.1454022988505747","0.08591954022988506","0.35890804597701154","199091","1573600","1322","1024","298","0.7745839636913767","0.3076364731720415","11312.052709867914",384953969.620000,110618.957
343,"06001420500","001",Census Tract 4205,127000.000000000000000,18378.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4205; Alameda County; California","2024","2462","1101","82","644","398","0.44719740048740864","0.03330625507717303","0.26157595450852966","0.16165718927701056","0.5528025995125914","137105","1246000","936","487","449","0.5202991452991453","0.1600903689704519","15378.813952602075",269694367.510000,109542.798
345,"06001421400","001",Census Tract 4214,208500.000000000000000,78822.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4214; Alameda County; California","2024","1739","1151","68","110","207","0.6618746405980449","0.039102932719954","0.06325474410580793","0.11903392754456585","0.3381253594019551","226250","1662300","650","549","101","0.8446153846153847","0.18280796098945876","9512.714821540381",386151956.540000,222054.029
341,"06001420100","001",Census Tract 4201,188125.000000000000000,32101.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4201; Alameda County; California","2024","2636","1298","146","569","332","0.49241274658573597","0.05538694992412747","0.21585735963581185","0.125948406676783","0.507587253414264","197813","1314700","1039","824","215","0.793070259865255","0.21678203250067632","12159.679331319934",150468069.620000,57081.969
294,"06013356002","013",Census Tract 3560.02,136008.000000000000000,14656.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,,,,,,,,,,,,,,,,,,,,,,66133400.000000,
344,"06001421100","001",Census Tract 4211,234243.000000000000000,19479.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4211; Alameda County; California","2024","2214","1539","104","209","143","0.6951219512195121","0.04697380307136405","0.09439927732610659","0.06458897922312556","0.30487804878048785","250001","1725700","876","799","77","0.9121004566210046","0.2923957716754073","7571.9289212492195",153382856.540000,69278.616
806,"06013354001","013",Census Tract 3540.01,216518.000000000000000,22043.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,,,,,,,,,,,,,,,,,,,,,,131628600.000000,
819,"06013392000","013",Census Tract 3920,214464.000000000000000,50191.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,,,,,,,,,,,,,,,,,,,,,,76921000.000000,
947,"06001421200","001",Census Tract 4212,247171.000000000000000,30255.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4212; Alameda County; California","2024","3588","2126","0","879","269","0.592530657748049","0","0.24498327759197325","0.07497212931995541","0.40746934225195097","250001","1960800","1437","1378","59","0.9589422407794015","0.5017626397063258","7150.791462074583",226408156.540000,63101.493
965,"06001421300","001",Census Tract 4213,130500.000000000000000,57509.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4213; Alameda County; California","2024","4131","2866","11","576","38","0.6937787460663277","0.002662793512466715","0.1394335511982571","0.009198741224885015","0.3062212539336723","148235","1575200","1850","1516","334","0.8194594594594594","0.4226275310091099","9774.56435489754",353675269.620000,85614.928
982,"06001421500","001",Census Tract 4215,201950.000000000000000,33211.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4215; Alameda County; California","2024","3989","3108","87","308","263","0.7791426422662321","0.021809977437954375","0.07721233391827526","0.06593131110554024","0.2208573577337679","226181","1644000","1581","1309","272","0.8279569892473119","0.5983745359958547","6666.393303921667",236094456.540000,59186.377
988,"06001421600","001",Census Tract 4216,218390.000000000000000,20609.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4216; Alameda County; California","2024","4008","2735","73","431","283","0.6823852295409182","0.018213572854291416","0.10753493013972056","0.07060878243512975","0.3176147704590818","232344","1387000","1609","1293","316","0.8036047234307023","0.510004763402226","7858.750128651262",381103456.540000,95085.693
1242,"06001422300","001",Census Tract 4223,93750.000000000000000,19397.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4223; Alameda County; California","2024","3770","1578","622","850","326","0.41856763925729445","0.1649867374005305","0.22546419098143236","0.08647214854111406","0.5814323607427055","86071","1544000","1692","564","1128","0.3333333333333333","0.21638491840940616","17422.656013701737",528132669.620000,140088.241
1243,"06001422400","001",Census Tract 4224,69717.000000000000000,16049.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4224; Alameda County; California","2024","4096","1806","153","1517","155","0.44091796875","0.037353515625","0.370361328125","0.037841796875","0.55908203125","88902","1184100","2013","403","1610","0.20019870839542972","0.18399256677551187","22261.768895248377",556572456.540000,135881.947
1394,"06013391000","013",Census Tract 3910,170625.000000000000000,55993.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,,,,,,,,,,,,,,,,,,,,,,82222856.540000,
48,"06001982100","001",Census Tract 9821,,,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 9821; Alameda County; California","2024","1104","427","107","339","184","0.3867753623188406","0.09692028985507246","0.3070652173913043","0.16666666666666666","0.6132246376811594","152250",NA,"27","3","24","0.1111111111111111","0.6570733696316358","1680.1776651196767",439817656.540000,398385.558
948,"06001422800","001",Census Tract 4228,26056.000000000000000,7471.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4228; Alameda County; California","2024","9850","2246","698","3692","2261","0.22802030456852793","0.07086294416243655","0.3748223350253807","0.22954314720812183","0.771979695431472","32026",NA,"1614","19","1595","0.011771995043370507","0.15725131246613402","62638.586893329215",360167756.540000,36565.254
467,"06001422500","001",Census Tract 4225,58558.000000000000000,33524.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4225; Alameda County; California","2024","4481","1943","288","1252","645","0.4336085695157331","0.06427136799821469","0.27940191921446106","0.14394108457933497","0.5663914304842669","53041","1201800","1694","254","1440","0.14994096812278632","0.18083955297577536","24778.871249478587",415311456.540000,92682.762
543,"06001423602","001",Census Tract 4236.02,59297.000000000000000,18327.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4236.02; Alameda County; California","2024","5621","2577","189","1607","812","0.45845934887030776","0.033623910336239106","0.28589219000177907","0.1444582814445828","0.5415406511296923","53952","909500","2255","664","1591","0.29445676274944566","0.1602098823965387","35085.22642871275",332509100.000000,59154.795
1004,"06001423601","001",Census Tract 4236.01,155857.000000000000000,18596.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4236.01; Alameda County; California","2024","2603","1578","56","403","297","0.606223588167499","0.021513638109873223","0.15482135996926624","0.11409911640414906","0.393776411832501","166310","1421900","1136","555","581","0.488556338028169","0.19845875012938896","13116.075750265103",386881800.000000,148629.197
974,"06001423902","001",Census Tract 4239.02,171583.000000000000000,30319.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4239.02; Alameda County; California","2024","1537","953","91","215","187","0.620039037085231","0.05920624593363696","0.1398828887443071","0.12166558230318802","0.379960962914769","165893","1497200","702","227","475","0.32336182336182334","0.11048343857322536","13911.587291712676",416604800.000000,271050.618
995,"06001400400","001",Census Tract 4004,158836.000000000000000,9038.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4004; Alameda County; California","2024","4399","2711","337","517","509","0.6162764264605592","0.0766083200727438","0.11752671061604911","0.11570811548079109","0.38372357353944075","165134","1586700","1803","910","893","0.50471436494731","0.2788010968024936","15778.273652618771",593558700.000000,134930.371
954,"06001400200","001",Census Tract 4002,225500.000000000000000,29169.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4002; Alameda County; California","2024","2203","1428","45","274","202","0.6482069904675443","0.020426690876078075","0.12437585111211984","0.09169314571039491","0.35179300953245574","208438","1927600","879","537","342","0.6109215017064846","0.22321801156813034","9869.27526378221",488475600.000000,221732.002
468,"06001422700","001",Census Tract 4227,42417.000000000000000,42276.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4227; Alameda County; California","2024","5154","1747","168","1861","846","0.3389600310438494","0.03259604190919674","0.3610787737679472","0.16414435389988358","0.6610399689561506",NA,"1202700","1002","130","872","0.12974051896207583","0.13026138162911657","39566.60013536933",209542600.000000,40656.306
363,"06001423700","001",Census Tract 4237,108750.000000000000000,25957.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4237; Alameda County; California","2024","3381","1930","117","661","436","0.5708370304643596","0.03460514640638864","0.19550428867199054","0.12895593019816623","0.42916296953564037","95833","2000001","1152","500","652","0.4340277777777778","0.27946416707084043","12098.152100991758",307414200.000000,90924.046
364,"06001423800","001",Census Tract 4238,191838.000000000000000,36869.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4238; Alameda County; California","2024","3397","2390","0","412","196","0.7035619664409773","0","0.1212834854283191","0.057697968795996465","0.29643803355902265","184871","2000001","1431","1024","407","0.7155835080363382","0.4159563409835084","8166.7224785369535",448765900.000000,132106.535
68,"06001404300","001",Census Tract 4043,227237.000000000000000,58110.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4043; Alameda County; California","2024","3600","2585","87","407","219","0.7180555555555556","0.024166666666666666","0.11305555555555556","0.060833333333333336","0.28194444444444444","232386","2000001","1453","1317","136","0.9064005505849966","0.7161583206827863","5026.821438823409",337685000.000000,93801.389
52,"06001420401","001",Census Tract 4204.01,72708.000000000000000,21401.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4204.01; Alameda County; California","2024","1406","506","5","506","283","0.35988620199146515","0.0035561877667140826","0.35988620199146515","0.20128022759601708","0.6401137980085349","92344",NA,"449","0","449","0","0.07661763608707654","18350.86635147644",217469608.860000,154672.553
929,"06001400100","001",Census Tract 4001,234236.000000000000000,42845.000000000000000,"01013",Berkeley,Alameda County,Berkeley,"0606000",City,City of Berkeley,2409837,Berkeley,"Census Tract 4001; Alameda County; California","2024","3132","2051","156","544","214","0.6548531289910601","0.04980842911877394","0.17369093231162197","0.06832694763729247","0.3451468710089399","250001","1790500","1337","1256","81","0.9394166043380703","2.6834107245618166","1167.1713060293575",296494200.000000,94666.092
471,"06001424002","001",Census Tract 4240.02,103393.000000000000000,36279.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4240.02; Alameda County; California","2024","2524","1042","582","274","455","0.41283676703645006","0.2305863708399366","0.10855784469096671","0.18026941362916007","0.5871632329635499","105813","1233500","1050","553","497","0.5266666666666666","0.1289524473177348","19573.10661798409",223631256.540000,88601.924
372,"06001424001","001",Census Tract 4240.01,87500.000000000000000,33040.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4240.01; Alameda County; California","2024","4000","1667","644","854","631","0.41675","0.161","0.2135","0.15775","0.58325","82125","1197500","1535","452","1083","0.2944625407166124","0.19604885621612828","20403.077463457976",305886856.540000,76471.714
366,"06001423901","001",Census Tract 4239.01,105625.000000000000000,67080.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4239.01; Alameda County; California","2024","2227","1054","215","317","374","0.4732824427480916","0.09654243376740008","0.14234396048495734","0.16793893129770993","0.5267175572519084","136607","1170000","969","377","592","0.3890608875128999","0.154191631128872","14443.066615844366",429772628.270000,192982.770
872,"06001400500","001",Census Tract 4005,95078.000000000000000,34125.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4005; Alameda County; California","2024","3579","1646","757","263","636","0.45990500139703827","0.21151159541771444","0.073484213467449","0.1777032690695725","0.5400949986029617","96641","1404600","1687","816","871","0.4836988737403675","0.2278655549059719","15706.630172677325",392305200.000000,109613.076
951,"06001400700","001",Census Tract 4007,110556.000000000000000,12318.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4007; Alameda County; California","2024","4576","2061","1200","528","422","0.45039335664335667","0.26223776223776224","0.11538461538461539","0.09222027972027973","0.5496066433566433","127083","1103600","1985","828","1157","0.4171284634760705","0.3337672144431035","13710.154269151742",373211456.540000,81558.448
952,"06001400800","001",Census Tract 4008,97132.000000000000000,37490.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4008; Alameda County; California","2024","4548","2209","363","648","899","0.4857080035180299","0.07981530343007916","0.1424802110817942","0.19766930518909412","0.5142919964819701","145978","1037500","1902","688","1214","0.3617245005257624","0.27752409507720854","16387.766254078677",216447056.540000,47591.701
169,"06001425101","001",Census Tract 4251.01,81722.000000000000000,22140.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4251.01; Alameda County; California","2024","1601","705","61","487","179","0.44034978138663333","0.038101186758276076","0.30418488444722047","0.11180512179887571","0.5596502186133667","95435","516000","1260","556","704","0.44126984126984126","0.45342525555089574","3530.9016875446014",136545656.540000,85287.731
940,"06001422000","001",Census Tract 4220,140331.000000000000000,17431.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4220; Alameda County; California","2024","2470","1185","244","598","162","0.4797570850202429","0.09878542510121457","0.24210526315789474","0.06558704453441296","0.5202429149797572","116779","973000","1295","293","1002","0.22625482625482626","2.1151344240666643","1167.7744789624544",378276250.210000,153148.279
1227,"06001425103","001",Census Tract 4251.03,119301.000000000000000,22442.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4251.03; Alameda County; California","2024","2999","959","808","891","208","0.3197732577525842","0.26942314104701565","0.29709903301100365","0.06935645215071691","0.6802267422474157","126111","775700","1742","415","1327","0.23823191733639495","0.34042730792760273","8809.516540423323",183420456.540000,61160.539
806,"06013354001","013",Census Tract 3540.01,216518.000000000000000,22043.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,,,,,,,,,,,,,,,,,,,,,,131628600.000000,
988,"06001421600","001",Census Tract 4216,218390.000000000000000,20609.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4216; Alameda County; California","2024","4008","2735","73","431","283","0.6823852295409182","0.018213572854291416","0.10753493013972056","0.07060878243512975","0.3176147704590818","232344","1387000","1609","1293","316","0.8036047234307023","0.510004763402226","7858.750128651262",381103456.540000,95085.693
979,"06001400300","001",Census Tract 4003,164000.000000000000000,44675.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4003; Alameda County; California","2024","5990","3486","518","475","571","0.5819699499165275","0.08647746243739567","0.07929883138564274","0.09532554257095159","0.4180300500834725","176618","1751200","2888","1245","1643","0.4310941828254848","0.4293613306080973","13950.953597792477",515591400.000000,86075.359
995,"06001400400","001",Census Tract 4004,158836.000000000000000,9038.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4004; Alameda County; California","2024","4399","2711","337","517","509","0.6162764264605592","0.0766083200727438","0.11752671061604911","0.11570811548079109","0.38372357353944075","165134","1586700","1803","910","893","0.50471436494731","0.2788010968024936","15778.273652618771",593558700.000000,134930.371
954,"06001400200","001",Census Tract 4002,225500.000000000000000,29169.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4002; Alameda County; California","2024","2203","1428","45","274","202","0.6482069904675443","0.020426690876078075","0.12437585111211984","0.09169314571039491","0.35179300953245574","208438","1927600","879","537","342","0.6109215017064846","0.22321801156813034","9869.27526378221",488475600.000000,221732.002
468,"06001422700","001",Census Tract 4227,42417.000000000000000,42276.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4227; Alameda County; California","2024","5154","1747","168","1861","846","0.3389600310438494","0.03259604190919674","0.3610787737679472","0.16414435389988358","0.6610399689561506",NA,"1202700","1002","130","872","0.12974051896207583","0.13026138162911657","39566.60013536933",209542600.000000,40656.306
363,"06001423700","001",Census Tract 4237,108750.000000000000000,25957.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4237; Alameda County; California","2024","3381","1930","117","661","436","0.5708370304643596","0.03460514640638864","0.19550428867199054","0.12895593019816623","0.42916296953564037","95833","2000001","1152","500","652","0.4340277777777778","0.27946416707084043","12098.152100991758",307414200.000000,90924.046
364,"06001423800","001",Census Tract 4238,191838.000000000000000,36869.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4238; Alameda County; California","2024","3397","2390","0","412","196","0.7035619664409773","0","0.1212834854283191","0.057697968795996465","0.29643803355902265","184871","2000001","1431","1024","407","0.7155835080363382","0.4159563409835084","8166.7224785369535",448765900.000000,132106.535
68,"06001404300","001",Census Tract 4043,227237.000000000000000,58110.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4043; Alameda County; California","2024","3600","2585","87","407","219","0.7180555555555556","0.024166666666666666","0.11305555555555556","0.060833333333333336","0.28194444444444444","232386","2000001","1453","1317","136","0.9064005505849966","0.7161583206827863","5026.821438823409",337685000.000000,93801.389
929,"06001400100","001",Census Tract 4001,234236.000000000000000,42845.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Berkeley,"Census Tract 4001; Alameda County; California","2024","3132","2051","156","544","214","0.6548531289910601","0.04980842911877394","0.17369093231162197","0.06832694763729247","0.3451468710089399","250001","1790500","1337","1256","81","0.9394166043380703","2.6834107245618166","1167.1713060293575",296494200.000000,94666.092
1223,"06001428700","001",Census Tract 4287,117153.000000000000000,53698.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,San Francisco,"Census Tract 4287; Alameda County; California","2024","5600","1293","738","2273","872","0.23089285714285715","0.13178571428571428","0.40589285714285717","0.15571428571428572","0.7691071428571429","191528","1426900","1787","854","933","0.4778959149412423","3.4256445114849763","1634.7288754642163",110004900.000000,19643.732
334,"06001409400","001",Census Tract 4094,66602.000000000000000,32782.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4094; Alameda County; California","2024","4983","132","826","455","3498","0.026490066225165563","0.16576359622717238","0.09131045554886615","0.7019867549668874","0.9735099337748344","88707","630600","1348","688","660","0.5103857566765578","0.48007947775727733","10379.531371093824",101156400.000000,20300.301
339,"06001410200","001",Census Tract 4102,75106.000000000000000,9797.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4102; Alameda County; California","2024","3409","325","918","101","1667","0.09533587562334996","0.2692871809914931","0.029627456732179525","0.48899970665884424","0.90466412437665","81075","634800","1110","491","619","0.4423423423423423","0.2267846877948701","15031.879061797541",169567700.000000,49741.185
338,"06001410100","001",Census Tract 4101,84135.000000000000000,17999.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4101; Alameda County; California","2024","2833","287","1325","371","687","0.1013060360042358","0.4677020825979527","0.13095658312742675","0.24249911754324038","0.8986939639957642","86813","706000","1059","694","365","0.6553352219074599","0.317404943702613","8925.506852389575",154306400.000000,54467.490
